;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
1393;femenino;industria;fabrica de ;aranjuez;3;4.0;11/01/2017;2000000;microempresarial
1394;femenino;comercio;almacen de ropa en ;manrique central no. 1;3;4.0;5/02/2018;7000000;MICROEMPRESARIAL
1395;masculino;comercio;variedades;la america;3;12.0;15/02/2018;$ 1,000,000.00;microempresarial
1396;femenino;comercio;almacen de ropa en ;el corazon;2;13.0;30/06/2016;6800000;microempresarial
1397;femenino;comercio;tienda;santo domingo savio ;2;1.0;15/11/2017;7300000;microempresarial
1398;masculino;comercio;distribuidora de ;aranjuez;3;4.0;13/08/2018;7812000;microempresarial
1399;masculino;industria;fabrica de ;san javier no.1;3;13.0;15/09/2017;7370000;microempresarial
1400;masculino;comercio;variedades;buenos aires;2;9.0;8/08/2017;5000000;microempresarial
1401;masculino;COMERCIO;legumbreria;la floresta;1;12.0;29/03/2016;4000000;microempresarial
1402;masculino;comercio;variedades;campo valdes no. 1;2;4.0;23/02/2016;2000000;microempresarial
1403;femenino;comercio;variedades;san javier no.1;3;13.0;5/04/2018;7000000;microempresarial
1404;femenino;comercio;comidas rapidas;las violetas;2;16.0;23/03/2018;1500000;microempresarial
1405;femenino;comercio;miscelanea;manrique central no. 1;3;4.0;12/02/2018;7000000;microempresarial
1406;femenino;servicio;peluqueria;belen;3;16.0;15/06/2017;7300000;microempresarial
1407;masculino;comercio;TIENDA;robledo;1;7.0;31/10/2016;6000000;microempresarial
1408;femenino;comercio;tienda;santo domingo savio ;1;1.0;8/09/2017;7370000;microempresarial
1409;femenino;industria;fabrica de ;popular;1;1.0;13/06/2019;4800000;microempresarial
1410;masculino;comercio;bares;el pinal;1;8.0;30/08/2016;3000000;microempresarial
1411;femenino;comercio;variedades;doce de octubre no.1;2;6.0;8/05/2017;3000000;microempresarial
1412;femenino;servicio;barberia;olaya herrera;1;7.0;5/02/2018;6000000;microempresarial
1413;femenino;servicio;comidas rapidas;;1;13.0;1/03/2017;7377000;microempresarial
1414;masculino;industria;fotografia;popular;1;1.0;24/05/2018;7800000;microempresarial
1415;femenino;INDUSTRIA;FABRICA DE ;san javier no.1;1;13.0;6/07/2018;5000000;microempresarial
1416;masculino;servicio;carpinteria;manrique central no. 2;2;3.0;31/05/2018;6000000;microempresarial
1417;masculino;industria;fabrica de ;robledo;2;7.0;5/07/2018;3000000;microempresarial
1418;femenino;comercio;tienda;campo valdes no. 1;3;4.0;6/08/2018;1000000;microempresarial
1419;femenino;servicio;recreativo-educativo;manrique central no. 1;2;4.0;14/03/2017;7300000;microempresarial
1420;masculino;comercio;ferreteria;Castilla;3;5.0;2016/10/20;3500000;microempresarial
1421;masculino;servicio;barberia;Belen;1;16.0;7/03/2019;7000000;microempresarial
1422;femenino;comercio;Tienda;manrique central no. 2;2;3.0;30/06/2017;7300000;microempresarial
1423;femenino;comercio;comidas rapidas;el salvador;3;9.0;7/04/2017;3000000;microempresarial
1424;masculino;comercio;Comidas Rapidas;olaya herrera;1;7.0;30/08/2017;7377000;microempresarial
1425;masculino;servicio;mantenimiento en ;cabecera san antonio ;2;80.0;26/04/2016;6890000;microempresarial
1426;femenino;SERVICIO;peluqueria;enciso;2;8.0;29/04/2019;8000000;microempresarial
1427;femenino;industria;fabrica de ;popular;2;1.0;13/06/2019;6000000;Microempresarial
1428;femenino;comercio;papeleria;manrique central no. 1;3;4.0;17/08/2017;5000000;microempresarial
1429;femenino;industria;FABRICA DE ;aranjuez;3;4.0;18/06/2018;7800000;microempresarial
1430;masculino;comercio;variedades;carpinelo;1;1.0;18/10/2018;7000000;microempresarial
1431;femenino;comercio;variedades;castilla;3;5.0;29/09/2017;5000000;microempresarial
1432;femenino;comercio;distribuidora de ;san pablo;2;1.0;7/10/2016;6890000;microempresarial
1433;femenino;comercio;almacen de ropa en ;lopez de mesa;3;7.0;31/05/2017;7377000;microempresarial
1434;MASCULINO;comercio;variedades;robledo;1;7.0;23/06/2017;7000000;microempresarial
1435;masculino;comercio;tienda;villa hermosa;3;8.0;10/02/2017;1500000;microempresarial
1436;masculino;comercio;tienda;manrique central no. 2;1;3.0;18/10/2018;7800000;microempresarial
1437;femenino;comercio;Distribuidora De ;cabecera san antonio ;2;80.0;18/10/2016;6800000;microempresarial
1438;femenino;comercio;variedades;doce de octubre no.1;2;6.0;19/04/2018;5000000;microempresarial
1439;femenino;comercio;comidas rapidas;enciso;2;8.0;15/03/2019;8281000;MICROEMPRESARIAL
1440;femenino;comercio;tienda;robledo;2;7.0;28/12/2018;7000000;microempresarial
1441;femenino;COMERCIO;comidas rapidas;campo valdes no. 1;3;4.0;9/05/2017;7377000;microempresarial
1442;femenino;comercio;comidas rapidas;castilla;1;5.0;21/06/2018;7000000;microempresarial
1443;FEMENINO;industria;fabrica de ;fatima;3;16.0;4/07/2018;7800000;microempresarial
1444;femenino;comercio;distribuidora de ;san javier no.2;3;10.0;30/05/2017;7370000;microempresarial
1445;femenino;industria;Fabrica De ;20 de julio;1;13.0;21/03/2018;7000000;microempresarial
1446;femenino;comercio;almacen de ropa en ;manrique oriental;3;3.0;24/01/2017;2000000;microempresarial
1447;masculino;servicio;mantenimiento en ;;3;9.0;12/07/2017;$ 7,377,000.00;microempresarial
1448;MASCULINO;comercio;variedades;manrique central no. 1;2;4.0;29/04/2019;4500000;microempresarial
1449;femenino;comercio;tienda;aguas frias;2;70.0;2016/06/9;6000000;microempresarial
1450;femenino;industria;fabrica de ;guayabal;2;15.0;16/11/2018;782000;microempresarial
1451;masculino;comercio;variedades;villatina;1;9.0;5/02/2019;6000000;microempresarial
1452;femenino;comercio;restaurante;manrique central no. 1;02;4.0;29/04/2019;3000000;microempresarial
1453;femenino;industria;fabrica de ;San Javier No.1;2;13.0;4/12/2017;7377000;microempresarial
1454;femenino;comercio;papeleria;buenos aires;3;9.0;25/07/2018;$ 4,500,000.00;microempresarial
1455;femenino;industria;fabrica de ;manrique central no. 1;3;4.0;7/03/2018;7800000;microempresarial
1456;masculino;comercio;variedades;tricentenario;2;5.0;3/07/2018;2000000;microempresarial
1457;femenino;comercio;VARIEDADES;san pablo;01;1.0;9/08/2016;3000000;microempresarial
1458;masculino;servicio;barberia;belencito;2;13.0;28/10/2016;6800000;microempresarial
1459;MASCULINO;servicio;fabrica de productos ;;3;15.0;16/06/2017;30000000;empresarial ed. 
1460;femenino;comercio;legumbreria;san javier no.1;3;13.0;26/05/2016;6890000;microempresarial
1461;femenino;comercio;variedades;la francia;2;2.0;8/04/2016;4136000;microempresarial
1462;femenino;comercio;tienda;la loma;3;60.0;28/02/2018;7800000;microempresarial
1463;femenino;agropecuaria;sembrados;san josé de la montaña;2;60.0;2/06/2017;4000000;microempresarial
1464;femenino;comercio;almacen de ropa en ;castilla;3;5.0;4/10/2017;3000000;microempresarial
1465;FEMENINO;servicio;peluqueria;enciso;2;8.0;2018/11/15;6000000;microempresarial
1466;masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;26/07/2017;14000000;agropecuaria
1467;femenino;industria;fabrica de ;20 de julio;1;13.0;2/06/2016;5000000;microempresarial
1468;masculino;industria;tienda;san javier no.1;2;13.0;8/05/2019;6000000;microempresarial
1469;femenino;comercio;fabrica de muebles;alfonso lopez;2;5.0;8/05/2018;2350000;microempresarial
1470;femenino;comercio;granero;barrio caicedo;2;9.0;23/01/2019;8000000;microempresarial
1471;femenino;industria;fabrica de ;barrio caicedo;1;9.0;3/10/2018;7800000;microempresarial
1472;femenino;industria;fabrica de ;buenos aires;2;9.0;2017/09/22;4000000;microempresarial
1473;femenino;servicio;peluqueria;castilla;3;5.0;19/05/2017;7377000;microempresarial
1474;femenino;servicio;Comidas Rapidas;enciso;3;8.0;7/07/2016;6890000;microempresarial
1475;femenino;comercio;variedades;ROBLEDO;2;7.0;2016/09/30;6890000;microempresarial
1476;femenino;servicio;variedades;girardot;3;5.0;8/03/2018;7000000;microempresarial
1477;femenino;comercio;almacen de ropa en ;moravia;2;4.0;27/12/2016;6900000;microempresarial
1478;femenino;comercio;restaurante;la colina;2;15.0;24/08/2017;7000000;microempresarial
1479;femenino;servicio;peluqueria;la-floresta;2;12.0;15/06/2017;7377000;microempresarial
1480;femenino;servicio;fabrica de ;;1;3.0;23/06/2016;6000000;microempresarial
1481;masculino;Comercio;charcuteria;guayabal;2;15.0;16/11/2018;1000000;microempresarial
1482;masculino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;27/02/2018;4000000;microempresarial
1483;femenino;comercio;papeleria;manrique central no. 2;3;3.0;9/02/2018;7800000;microempresarial
1484;femenino;comercio;papeleria;buenos aires;3;9.0;2017/06/9;5000000;microempresarial
1485;masculino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;25/07/2017;7000000;microempresarial
1486;femenino;comercio;fabrica de ;villa liliam;1;13.0;6/02/2019;7800000;microempresarial
1487;femenino;comercio;productos de belleza;popular;2;1.0;2018/05/3;7800000;microempresarial
1488;femenino;comercio;comidas rapidas;buenos aires;3;9.0;4/05/2018;7800000;microempresarial
1489;masculino;industria;fabrica de ;san pedro;2;4.0;16/04/2018;5000000;microempresarial
1490;femenino;comercio;almacen de ropa en ;san javier no.1;1;13.0;9/10/2017;4000000;microempresarial
1491;femenino;comercio;VARIEDADES;manrique central no. 2;2;3.0;30/08/2017;7377000;microempresarial
1492;masculino;comercio;restaurante;manrique central no. 1;3;4.0;5/04/2017;7377000;microempresarial
1493;femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;22/11/2016;$ 4,000,000.00;microempresarial
1494;femenino;servicio;peluqueria;san benito;3;10.0;30/04/2018;6000000;microempresarial
1495;masculino;comercio;comidas rapidas;lopez de mesa;3;7.0;2018/10/30;6500000;microempresarial
1496;femenino;comercio;variedades;guayabal;3;15.0;6/12/2018;1000000;microempresarial
1497;masculino;servicio;bares;belencito;2;13.0;17/05/2016;6890000;microempresarial
1498;femenino;comercio;tienda de helados;enciso;2;8.0;31/05/2017;7300000;microempresarial
1499;masculino;servicio;mantenimiento en ;enciso;1;8.0;13/12/2018;5000000;microempresarial
1500;femenino;comercio;tienda;san javier no.1;2;13.0;21/12/2016;1500000;microempresarial
1501;masculino;comercio;comidas rapidas;toscana;2;5.0;25/04/2017;7000000;microempresarial
1502;Masculino;servicio;legumbreria;Aranjuez;2;4.0;15/11/2017;7377000;microempresarial
1503;FEMENINO;comercio;restaurante;doce de octubre no.1;2;6.0;16/01/2018;7800000;microempresarial
1504;femenino;servicio;peluqueria;robledo;2;7.0;17/10/2018;7800000;microempresarial
1505;femenino;comercio;restaurante;san javier no.1;1;13.0;5/06/2019;8000000;microempresarial
1506;femenino;comercio;fabrica de alimentos;guayabal;2;15.0;2018/11/14;7000000;microempresarial
1507;femenino;industria;fabrica de ;buenos aires;3;9.0;7/12/2016;6000000;microempresarial
1508;masculino;servicio;carpinteria;manrique_central_no._1;1;4.0;30/04/2018;6000000;microempresarial
1509;femenino;comercio;tienda;cabecera san cristobal;1;60.0;26/10/2018;7800000;microempresarial
1510;femenino;comercio;Cafe E Internet;cabecera san cristobal;3;60.0;2016/10/19;2000000;microempresarial
1511;masculino;servicio;barberia;robledo;1;7.0;25/05/2018;$ 5,000,000.00;MICROEMPRESARIAL
1512;femenino;industria;fabrica de ;aranjuez;1;4.0;28/11/2016;6890000;microempresarial
1513;masculino;comercio;variedades;cabecera san antonio ;3;80.0;30/06/2017;7300000;microempresarial
1514;femenino;industria;fabrica de ;san javier no.1;2;13.0;16/02/2017;3000000;microempresarial
1515;masculino;servicio;Recreativo-Educativo;cabecera san antonio ;3;80.0;10/04/2018;7800000;microempresarial
1516;femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;2018/05/11;1000000;microempresarial
1517;MASCULINO;comercio;panaderia;robledo;2;7.0;31/08/2016;6890000;microempresarial
1518;masculino;comercio;tienda;san javier no.1;02;13.0;25/10/2016;6800000;microempresarial
1519;femenino;INDUSTRIA;fabrica de ;carpinelo;1;1.0;3/04/2017;7377000;microempresarial
1520;masculino;agropecuaria;fabrica de alimentos;robledo;3;7.0;2017/02/3;7377000;microempresarial
1521;femenino;comercio;taller de mecanica;popular;2;1.0;5/06/2019;4000000;microempresarial
1522;femenino;industria;fabrica de ;pablo vi;2;2.0;2016/11/8;6890000;microempresarial
1523;femenino;comercio;variedades;aranjuez;1;4.0;15/02/2018;5000000;microempresarial
1524;femenino;comercio;variedades;jardin botanico;2;3.0;30/01/2019;4000000;microempresarial
1525;masculino;;almacen de ropa en ;enciso;1;8.0;4/10/2016;4000000;microempresarial
1526;femenino;industria;variedades;popular;1;1.0;29/04/2019;3000000;microempresarial
1527;masculino;comercio;restaurante;castilla;3;5.0;14/02/2018;7000000;microempresarial
1528;FEMENINO;comercio;almacen de ropa en ;barrio caicedo;2;9.0;2017/09/27;7300000;microempresarial
1529;femenino;comercio;cerrajeria;pedregal;1;6.0;5/07/2018;4000000;microempresarial
1530;femenino;comercio;tienda;manrique central no. 1;03;4.0;23/11/2016;2100000;microempresarial
1531;masculino;industria;Fabrica De ;belen;2;16.0;6/09/2017;6500000;microempresarial
1532;MASCULINO;industria;fabrica de ;doce de octubre no.1;1;6.0;31/05/2017;5000000;microempresarial
1533;masculino;comercio;variedades;manrique central no. 2;2;3.0;16/07/2018;7800000;microempresarial
1534;femenino;agropecuaria;criadero de animales ;cabecera san antonio ;2;80.0;5/12/2017;7300000;microempresarial
1535;femenino;Comercio;comidas rapidas;campo valdes no. 1;3;4.0;28/06/2017;7370000;microempresarial
1536;femenino;comercio;tienda naturista;santo domingo savio ;1;1.0;6/11/2018;7000000;microempresarial
1537;femenino;comercio;comidas rapidas;popular;2;1.0;24/10/2017;6000000;microempresarial
1538;masculino;industria;fabrica-de-;robledo;2;7.0;2/05/2016;6890000;microempresarial
1539;femenino;COMERCIO;comidas rapidas;guayabal;3;15.0;14/02/2018;7812000;microempresarial
1540;masculino;comercio;Comidas Rapidas;aranjuez;3;4.0;2/03/2018;7000000;MICROEMPRESARIAL
1541;femenino;industria;fabrica de arepas;picachito;1;6.0;7/02/2018;4000000;microempresarial
1542;femenino;servicio;restaurante;villa niza;2;2.0;6/10/2016;6890000;microempresarial
1543;femenino;industria;fabrica de ;santa cruz;2;2.0;4/04/2017;3000000;microempresarial
1544;MASCULINO;comercio;variedades;san javier no.1;01;13.0;17/05/2016;6000000;microempresarial
1545;femenino;servicio;comidas_rapidas;belalcazar;3;5.0;18/05/2016;5000000;microempresarial
1546;masculino;comercio;joyeria;centro admtivo;02;10.0;19/09/2017;7377000;microempresarial
1547;femenino;comercio;almacen-de-ropa-en-;belen;2;16.0;13/03/2019;5000000;microempresarial
1548;femenino;comercio;cafeteria;pablo vi;2;2.0;17/04/2017;5000000;microempresarial
1549;femenino;industria;fabrica-de-;campo valdes no. 1;03;4.0;11/04/2016;6600000;microempresarial
1550;femenino;comercio;miscelanea;olaya herrera;1;7.0;20/10/2016;4000000;microempresarial
1551;masculino;comercio;tienda;picacho;1;6.0;15/11/2018;7000000;microempresarial
1552;masculino;industria;fabrica de ;cristo rey;3;15.0;11/11/2016;6000000;microempresarial
1553;femenino;industria;fabrica de ;aranjuez;1;4.0;22/09/2017;5000000;MICROEMPRESARIAL
1554;femenino;comercio;Variedades;manrique central no. 1;2;4.0;5/08/2016;$ 5,000,000.00;microempresarial
1555;masculino;industria;fabrica de ;boyaca;3;5.0;1/09/2017;5000000;microempresarial
1556;femenino;servicio;fabrica de ;manrique oriental;1;3.0;27/10/2016;6000000;microempresarial
1557;femenino;COMERCIO;papeleria;la floresta;3;12.0;22/06/2016;1000000;microempresarial
1558;masculino;industria;FABRICA DE ;villa hermosa;02;8.0;2018/04/9;6000000;microempresarial
1559;femenino;servicio;productos de belleza;santa cruz;2;2.0;19/03/2019;8000000;microempresarial
1560;femenino;industria;fabrica de ;Nuevos Conquistadores;1;13.0;23/05/2017;7370000;microempresarial
1561;masculino;comercio;almacen de ropa en ;20 de julio;2;13.0;5/07/2018;1600000;microempresarial
1562;femenino;industria;fabrica de ;playon de los ;1;2.0;9/06/2017;5000000;microempresarial
1563;femenino;comercio;variedades;manrique central no. 1;2;4.0;8/03/2018;7800000;microempresarial
1564;femenino;comercio;criadero de animales ;barrio caicedo;2;9.0;2017/04/18;7000000;microempresarial
1565;masculino;servicio;productos de mar;pablo vi;2;2.0;2017/05/8;7000000;microempresarial
1566;femenino;industria;fabrica de ;andalucia;2;2.0;31/05/2017;5000000;microempresarial
1567;femenino;industria;fabrica de ;san javier no.1;2;13.0;22/11/2017;3500000;microempresarial
1568;FEMENINO;comercio;comidas rapidas;florencia;2;5.0;1/03/2016;6400000;microempresarial
1569;MASCULINO;comercio;almacen de ropa en ;castilla;2;5.0;15/08/2018;7800000;microempresarial
1570;masculino;comercio;barberia;el compromiso;1;1.0;2017/10/3;5000000;microempresarial
1571;masculino;comercio;variedades;belen;2;8.0;11/10/2018;6000000;microempresarial
1572;femenino;servicio;recreativo-educativo;robledo;2;7.0;19/05/2016;2000000;microempresarial
1573;femenino;comercio;variedades;boston;3;10.0;20/02/2017;1000000;microempresarial
1574;femenino;comercio;TALLER DE MECANICA;san pablo;1;1.0;20/03/2018;7800000;microempresarial
1575;femenino;servicio;restaurante;;3;5.0;7/11/2018;4500000;microempresarial
1576;masculino;SERVICIO;mantenimiento en ;manrique oriental;2;3.0;17/05/2018;7000000;microempresarial
1577;masculino;servicio;restaurante;santa cruz;02;2.0;5/07/2016;6890000;microempresarial
1578;masculino;servicio;comidas rapidas;manrique central no. 2;1;3.0;30/05/2017;5000000;microempresarial
1579;femenino;industria;fabrica de ;centro admtivo;3;10.0;9/08/2017;3000000;microempresarial
1580;femenino;comercio;comidas rapidas;doce de octubre no.1;2;6.0;22/05/2018;4000000;microempresarial
1581;masculino;comercio;cafeteria;aranjuez;3;4.0;2/02/2018;6000000;microempresarial
1582;femenino;industria;fabrica de ;santo domingo savio ;1;1.0;10/01/2017;7000000;microempresarial
1583;masculino;industria;fabrica de ;manrique central no. 1;2;4.0;2018/11/9;6280000;microempresarial
1584;femenino;comercio;almacen de ropa en ;el socorro;2;13.0;5/06/2017;7000000;microempresarial
1585;femenino;comercio;comidas rapidas;santo domingo savio ;01;1.0;11/12/2017;1300000;microempresarial
1586;femenino;COMERCIO;miscelanea;pedregal;3;6.0;6/06/2017;7000000;microempresarial
1587;masculino;industria;fabrica de alimentos;girardot;3;5.0;4/12/2018;5500000;microempresarial
1588;femenino;INDUSTRIA;fabrica de ;la libertad;2;8.0;25/08/2016;3000000;microempresarial
